,reviews,positive_score,negative_score,result
1172,"Took a long time to come out and the refills were slow. But the pizza was very good.  We ordered a deep dish with olives, onion and mushrooms.",1,1,positive
1173,"I call Lou Malnati's Pizzeria my favorite Chicago pizza chain, but Pequod's may very well be my favorite Chicago pie! The Carmel crust is to die for and is like no other. Very cozy joint in a nice neighborhood. Parking is difficult but worth it. If ever in Chicago and looking for a true Chicago gem this is it!",8,2,positive
1174,Delicious deep dish pizza!! We ordered and got it delivered and the delivery was pretty speedy forDeep dish. Would definitely have it again.,2,0,positive
1175,"On my flight over to Chicago I watched an episode of ""Delicious Destinations"" which was all about places to eat while in the City in which they recommended this place.  I was overly disappointed when coming here.  Service and everything was fine, but the sauce on the pizza was filled with entirely too many seasonings.  It reminded me of a marinara sauce made by someone who doesn't know what they are doing, I really didn't like it.Also- they are known here for this ""signature"" burnt cheese crust.  I can't understand for the life of me what makes it that special.  It tastes exactly like you would imagine, like burnt cheese.  I wouldn't waste my time coming here if you are visiting- stick with Lou Malnatis.",5,2,negative
1176,"Three times, three pizzas delicious and warm from the oven. You can't claim yourself a visitor to Chicago until you have brought your stomach here! The best deep dish in Chicago!",3,0,positive
1177,"Second stop on my Chicago pizza tour. And the BEST!A lot smaller then Lou's and Gino's. Reminded me a of a dive restaurant, limited seating area.Not located in the downtown area. Located away from all the tourist stuff.Lunch special is best deep dish pizza deal you can find. Only Monday - Friday 11AM-3PM.Chicago Lunch Special - $4.95 + $.80 + $.80 = $6.55 - 7 Pan Cheese Pizza with Pepperoni & Sausage -  Not tall as other deep dish pizza I had but the toppings were still loaded on. What sets Pequod's apart is that crispy cheese they get on the crust. The crust is already thick and buttery but adding the cheese to crisp up while cooking brings it to another level.No wonder they are always voted top pizza in America!",4,0,positive
1178,"We ordered a pizza an hour before close, paid for it upfront, walked up 20 minutes before close to pick it up which is when we were told to come get it and all the employees looked at us, and ducked behind the bar. We waited outside knocking to get our pizza that was paid for, never got it, and out $30.",0,0,negative
1179,"Everything was stellar except that their crust is waaaaaay too thick, even if their cheese, sauce and toppings are on the generous side, as well. I am impressed that despite the thickness of the bread, it was not in any way soggy from the other ingredients piled on top of it. Meatball topping is great. I just cannot abide by their thick bread.",6,0,positive
1180,"Just had my first Pequod's pizza. It was delivered to my hotel with no plate or utensils; I guess I should have asked. It was haphazardly cut, which made it even more difficult to eat. The ingredients are fresh; the sauce is a bit too sweet for me; and, overall, not a lot of flavor compared to other choices I could have made tonight. I suppose there might be others who would have enjoyed this, but not exactly what I was hoping for tonight.",3,1,negative
1181,Deep Dish pizza is good. If you're visiting Chicago I would try one of the more popular joints just to avoid the long wait and hit this place when you have more time to try different pizza places. Waited about two hours for a table. The customer diversity was made up of a lot of families and a lot of kids. It was a bit of a mad house but the staff handled everything well.,3,0,positive
1182,"I had been meaning to come to Pequod's for the longest time and finally made it here on a Monday night.  Pro tip: Go on a weekday.  We were seated immediately.  My fiancé and I split a deep dish pizza, and it was quite tasty.  Not mindblowingly great enough for me to make the trek back up to Pequod's soon (I live within walking distance of a Gino's, Giordano's, and Lou's), but I certainly enjoyed myself.  The service was kind, and restaurant's atmosphere was comfortable but nothing special.  I would return if in the area!",4,1,positive
